date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
5/10/20 11:04,realDonaldTrump,Jim_Jordan,8176,21989,77784,...And we caught them and their illegal activities!,,,,1.25944E+18,https://twitter.com/realDonaldTrump/status/1259439270818992128
5/10/20 4:02,realDonaldTrump,,9518,25008,66296,,,,,1.25933E+18,https://twitter.com/realDonaldTrump/status/1259333049738760193
5/10/20 3:46,realDonaldTrump,,5081,21613,55825,,,,,1.25933E+18,https://twitter.com/realDonaldTrump/status/1259328864859422723
5/10/20 3:45,realDonaldTrump,,2573,10495,32294,,,,,1.25933E+18,https://twitter.com/realDonaldTrump/status/1259328777877889025
5/10/20 3:45,realDonaldTrump,,3257,12342,35466,,,,,1.25933E+18,https://twitter.com/realDonaldTrump/status/1259328621371678725
5/10/20 3:44,realDonaldTrump,,2103,9343,29743,,,,,1.25933E+18,https://twitter.com/realDonaldTrump/status/1259328451456258051
5/9/20 20:17,realDonaldTrump,,8371,16881,46055,,,,,1.25922E+18,https://twitter.com/realDonaldTrump/status/1259215842237177858
5/9/20 20:16,realDonaldTrump,,5168,12322,38809,,,,,1.25922E+18,https://twitter.com/realDonaldTrump/status/1259215629120389121
5/9/20 20:15,realDonaldTrump,,8636,22250,61930,,,,,1.25922E+18,https://twitter.com/realDonaldTrump/status/1259215531153993729
5/9/20 19:14,realDonaldTrump,,15887,29277,86486,"Governor @GavinNewsom of California won’t let restaurants, beaches and stores open, but he installs a voting booth system in a highly Democrat area (supposed to be mail in ballots only) because our great candidate, @MikeGarcia2020, is winning by a lot. CA25 Rigged Election!",,@GavinNewsom @MikeGarcia2020,,1.2592E+18,https://twitter.com/realDonaldTrump/status/1259200118714183680
5/9/20 19:06,realDonaldTrump,,14339,31748,116209,"Starting early next week, at my order, the USA will be purchasing, from our Farmers, Ranchers & Specialty Crop Growers, 3 Billion Dollars worth of Dairy, Meat & Produce for Food Lines & Kitchens. “FARMERS TO FAMILY FOOD BOX” Great news for all! @SecretarySonny @ZippyDuvall",,@SecretarySonny @ZippyDuvall,,1.2592E+18,https://twitter.com/realDonaldTrump/status/1259198107029508096
5/9/20 18:51,realDonaldTrump,,29772,27196,129898,"Why is it that all of the political pundits & consultants that I beat so easily & badly, people that charged their clients far more than their services were worth, have become so totally “unhinged” when it come to your favorite President, me. These people are stone cold crazy!",,,,1.25919E+18,https://twitter.com/realDonaldTrump/status/1259194224555298816
5/9/20 18:07,realDonaldTrump,madisongesiotto,4650,14751,53893,...And many more!,,,,1.25918E+18,https://twitter.com/realDonaldTrump/status/1259183305301340163
5/9/20 16:28,realDonaldTrump,,7009,18946,63082,,,,,1.25916E+18,https://twitter.com/realDonaldTrump/status/1259158370390544384
5/9/20 16:17,realDonaldTrump,,10997,22726,74422,CA25 is a Rigged Election. Trying to steal it from @MikeGarcia2020. @GavinNewsom must act now!,,@MikeGarcia2020 @GavinNewsom,,1.25916E+18,https://twitter.com/realDonaldTrump/status/1259155620713975810
5/9/20 16:09,realDonaldTrump,,36828,38763,206568,TRANSITION TO GREATNESS!,,,,1.25915E+18,https://twitter.com/realDonaldTrump/status/1259153410756153350
5/9/20 15:52,realDonaldTrump,MikeGarcia2020,4395,17319,58051,"Mike has my complete & total endorsement. We need him badly in Washington. A great fighter pilot & hero, & a brilliant Annapolis grad, Mike will never let you down. Mail in ballots, & check that they are counted!",,,,1.25915E+18,https://twitter.com/realDonaldTrump/status/1259149331761954822
5/9/20 15:45,realDonaldTrump,,38746,41570,144638,"So in California, the Democrats, who fought like crazy to get all mail in only ballots, and succeeded, have just opened a voting booth in the most Democrat area in the State. They are trying to steal another election. It’s all rigged out there. These votes must not count. SCAM!",,,,1.25915E+18,https://twitter.com/realDonaldTrump/status/1259147372984180736
5/8/20 21:50,realDonaldTrump,,5689,12197,37450,"Vote @MikeGarcia2020 by May 12th! His opponent @ChristyforCA25 voted to fire teachers, and cut their salaries while bumping up her pay. Now she’s mocking our Great Vets! We need Navy Fighter Pilot Mike Garcia in #CA25!",,@MikeGarcia2020 @ChristyforCA25,#CA25,1.25888E+18,https://twitter.com/realDonaldTrump/status/1258876999461933058
5/8/20 21:50,realDonaldTrump,,2962,8604,32363,"....He is Strong on Crime, the Border, and Second Amendment. Tom has deep roots in Wisconsin, is a big Tax Cutter, and will help me DRAIN THE SWAMP! Tom has my Complete and Total Endorsement. Vote for Tom Tiffany!",,,,1.25888E+18,https://twitter.com/realDonaldTrump/status/1258876897519419394
5/8/20 21:50,realDonaldTrump,,4356,14128,54892,"Tom Tiffany (@TomTiffanyWI) is a Great Advocate for the incredible people of Wisconsin (WI07). We need Tom in Congress to help us Make America Great Again! He will Fight for Small Business, supports our Incredible Farmers, Loves our Military and our Vets....",,@TomTiffanyWI,,1.25888E+18,https://twitter.com/realDonaldTrump/status/1258876896542101504
5/8/20 20:18,realDonaldTrump,,11924,18320,73457,,,,,1.25885E+18,https://twitter.com/realDonaldTrump/status/1258853681405079552
5/8/20 20:15,realDonaldTrump,,4795,14742,63150,,,,,1.25885E+18,https://twitter.com/realDonaldTrump/status/1258853107573891075
5/8/20 17:02,realDonaldTrump,,9065,15137,50819,,,,,1.2588E+18,https://twitter.com/realDonaldTrump/status/1258804519816826883
5/8/20 16:58,realDonaldTrump,,3469,11337,57270,....must read for anybody looking for U.S. Security and Protection. Go get it now and make Tom a Top Best Seller — he deserves it!,,,,1.2588E+18,https://twitter.com/realDonaldTrump/status/1258803460394360833
5/8/20 16:58,realDonaldTrump,,5858,22188,98908,"Retired Ice Director Tom Homan knows more about the Border and Border Security than anyone. He’s a tough guy, but a good guy - and as smart as they come. His new book, “Defend The Border and Save Lives: Solving Our Most Important Humanitarian and Security Crisis” is a....",,,,1.2588E+18,https://twitter.com/realDonaldTrump/status/1258803459303890946
5/8/20 11:29,realDonaldTrump,,72283,69054,341450,DRAIN THE SWAMP!,,,,1.25872E+18,https://twitter.com/realDonaldTrump/status/1258720717258006530
5/8/20 11:18,realDonaldTrump,,29803,50201,212111,"Yesterday was a BIG day for Justice in the USA. Congratulations to General Flynn, and many others. I do believe there is MUCH more to come! Dirty Cops and Crooked Politicians do not go well together!",,,,1.25872E+18,https://twitter.com/realDonaldTrump/status/1258717838849847298
5/8/20 11:11,realDonaldTrump,,11159,12153,77760,I will be interviewed on @foxandfriends at 8:00 A.M. Enjoy!,,@foxandfriends,,1.25872E+18,https://twitter.com/realDonaldTrump/status/1258716204832825344
5/7/20 23:56,realDonaldTrump,,12054,20072,84491,https://twitter.com/realDonaldTrump/status/1258432889303248896,,,,1.25855E+18,https://twitter.com/realDonaldTrump/status/1258546186014748673
5/7/20 19:30,realDonaldTrump,,17208,28285,125093,,,,,1.25848E+18,https://twitter.com/realDonaldTrump/status/1258479301994954754
5/7/20 18:36,realDonaldTrump,,7505,13141,58102,"Today, @FLOTUS celebrates the two year anniversary of #BeBest, her initiative dedicated to bringing awareness to issues that impact the lives of children. Congratulations, and thank you! https://www.whitehouse.gov/briefings-statements/first-lady-melania-trump-celebrates-second-anniversary-best/",,@FLOTUS,#BeBest,1.25847E+18,https://twitter.com/realDonaldTrump/status/1258465767751856130
5/7/20 17:27,realDonaldTrump,,6071,18785,76869,"....are getting caught doing very evil things, and Republicans should take note. This was grave misconduct by the Obama Justice Department! @GovChristie",,@GovChristie,,1.25845E+18,https://twitter.com/realDonaldTrump/status/1258448363281952768
5/7/20 17:27,realDonaldTrump,,8674,30250,123291,"Congratulations to former Governor of New Jersey, Chris Christie, and all others involved, on a complete and total exoneration (with a 9-0 vote by the U.S. Supreme Court) on the Obama DOJ Scam referred to as “Bridgegate.” The Democrats....",,,,1.25845E+18,https://twitter.com/realDonaldTrump/status/1258448362409426944
5/7/20 16:25,realDonaldTrump,,22480,27827,119178,"As you know, I designated this day to be a National Day of Prayer. As our Nation heals, our Spirit has never been Stronger!",,,,1.25843E+18,https://twitter.com/realDonaldTrump/status/1258432889303248896
5/6/20 20:41,realDonaldTrump,,14321,15010,75967,,,,,1.25813E+18,https://twitter.com/realDonaldTrump/status/1258134788294270977
5/6/20 15:16,realDonaldTrump,,63772,57197,320657,The Fake News has reached an all time high!,,,,1.25805E+18,https://twitter.com/realDonaldTrump/status/1258053124893347841
5/6/20 13:06,realDonaldTrump,,8806,11749,61512,"....to it, as appropriate. The Task Force will also be very focused on Vaccines & Therapeutics. Thank you!",,,,1.25802E+18,https://twitter.com/realDonaldTrump/status/1258020241063510018
5/6/20 13:06,realDonaldTrump,,5759,12304,63151,"....gloves, gowns etc. are now plentiful. The last four Governors teleconference calls have been conclusively strong. Because of this success, the Task Force will continue on indefinitely with its focus on SAFETY & OPENING UP OUR COUNTRY AGAIN. We may add or subtract people ....",,,,1.25802E+18,https://twitter.com/realDonaldTrump/status/1258020228006584320
5/6/20 13:06,realDonaldTrump,,2201,5366,21936,"....produced in the thousands, and we have many to spare. We are helping other countries which are desperate for them. Likewise, after having been left little, we are now doing more testing than all other countries combined, and with superior tests. Face masks & shields,....",,,,1.25802E+18,https://twitter.com/realDonaldTrump/status/1258020211883638786
5/6/20 13:05,realDonaldTrump,,17203,21265,106069,"The White House CoronaVirus Task Force, headed by Vice President Mike Pence, has done a fantastic job of bringing together vast highly complex resources that have set a high standard for others to follow in the future. Ventilators, which were few & in bad shape, are now being....",,,,1.25802E+18,https://twitter.com/realDonaldTrump/status/1258020179692445697
5/6/20 3:22,realDonaldTrump,,10933,17341,78258,Thank you @Honeywell!,,@honeywell,,1.25787E+18,https://twitter.com/realDonaldTrump/status/1257873257732214784
5/6/20 0:02,realDonaldTrump,,14088,30312,93452,,,,,1.25782E+18,https://twitter.com/realDonaldTrump/status/1257822958522753024
5/5/20 22:06,realDonaldTrump,,5799,11898,51809,"I was thrilled to be back in the Great State of Arizona with the incredible, patriotic, and hardworking men and women of @Honeywell!",,@honeywell,,1.25779E+18,https://twitter.com/realDonaldTrump/status/1257793742540386304
5/5/20 20:25,realDonaldTrump,,12675,13213,62069,Will be doing a major interview tonight at 6:30 P.M. Eastern with @DavidMuir on @ABCWorldNews Tonight.,,@DavidMuir @ABCWorldNews,,1.25777E+18,https://twitter.com/realDonaldTrump/status/1257768408256409601
5/5/20 19:25,realDonaldTrump,,5183,10124,44146,"On #NationalTeacherDay, we recognize the countless men and women who dedicate their lives to instilling character, integrity, and knowledge in the hearts and minds of our Nation’s students, thank you!",,,#NationalTeacherDay,1.25775E+18,https://twitter.com/realDonaldTrump/status/1257753237790158848
5/5/20 18:51,realDonaldTrump,,8545,12687,105595,Getting ready to land in the Great State of Arizona!,,,,1.25774E+18,https://twitter.com/realDonaldTrump/status/1257744763832299520
5/5/20 18:50,realDonaldTrump,,19695,30750,144693,"Wow! Congratulations to Greg Gutfeld, a one time Trump Hater who has come all the way home. His Ratings easily beat no talent Stephen Colbert, nice guy Jimmy Fallon, and wacko “last placer” Jimmy Kimmel. Greg built his show from scratch, and did a great job in doing so. @FoxNews",,@FoxNews,,1.25774E+18,https://twitter.com/realDonaldTrump/status/1257744456591130624
5/5/20 18:37,realDonaldTrump,,26022,31686,121090,"Well run States should not be bailing out poorly run States, using CoronaVirus as the excuse! The elimination of Sanctuary Cities, Payroll Taxes, and perhaps Capital Gains Taxes, must be put on the table. Also lawsuit indemnification & business deductions for restaurants & ent.",,,,1.25774E+18,https://twitter.com/realDonaldTrump/status/1257741326650470400
5/5/20 18:18,realDonaldTrump,,13927,19404,81127,"Most of the money raised by the RINO losers of the so-called “Lincoln Project”, goes into their own pockets. With what I’ve done on Judges, Taxes, Regulations, Healthcare, the Military, Vets (Choice!) & protecting our great 2A, they should love Trump. Problem is, I BEAT THEM ALL!",,,,1.25774E+18,https://twitter.com/realDonaldTrump/status/1257736426206031874
5/5/20 17:35,realDonaldTrump,realDonaldTrump,14019,19970,99420,Remember this? Happy #CincoDeMayo!,,,#CincoDeMayo,1.25773E+18,https://twitter.com/realDonaldTrump/status/1257725719469158401
5/5/20 16:55,realDonaldTrump,,27956,33154,138951,"The Do Nothing Democrats and their leader, the Fake News Lamestream Media, are doing everything possible to hurt and disparage our Country. No matter what we do or say, no matter how big a win, they report that it was a loss, or not good enough. The Enemy of the People!",,,,1.25772E+18,https://twitter.com/realDonaldTrump/status/1257715551729676289
5/5/20 16:52,realDonaldTrump,,28295,22488,77006,"For the constant criticism from the Do Nothing Democrats and their Fake News partners, here is the newest chart on our great testing “miracle"" compared to other countries. Dems and LameStream Media should be proud of the USA, instead of always ripping us down!",,,,1.25771E+18,https://twitter.com/realDonaldTrump/status/1257714716492722176
5/5/20 13:13,realDonaldTrump,,10701,26758,126390,"Governors should let roads and highway construction begin before heavy traffic starts, which will be soon. Some Governors never stopped, which proved to be very smart. They built and fixed roads during long no traffic periods. Also, saved big dollars!",,,,1.25766E+18,https://twitter.com/realDonaldTrump/status/1257659682816241665
5/5/20 12:39,realDonaldTrump,,19393,16605,143312,Heading to Arizona!,,,,1.25765E+18,https://twitter.com/realDonaldTrump/status/1257651144739950593
5/5/20 12:36,realDonaldTrump,,17378,26695,169196,Oil prices moving up nicely as demand begins again!,,,,1.25765E+18,https://twitter.com/realDonaldTrump/status/1257650279740301314
5/5/20 12:33,realDonaldTrump,GOPChairwoman,11382,15818,70464,Exciting to see our Country starting to open up again!,,,,1.25765E+18,https://twitter.com/realDonaldTrump/status/1257649628327153664
5/5/20 4:46,realDonaldTrump,,16571,13638,61230,"....lost for Evan “McMuffin” McMullin (to me). Steve Schmidt & Reed Galvin lost for John McCain, Romney’s campaign manager (?) lost big to “O”, & Jennifer Horn got thrown out of the New Hampshire Republican Party. They’re all LOSERS, but Abe Lincoln, Republican, is all smiles!",,,,1.25753E+18,https://twitter.com/realDonaldTrump/status/1257532114666508291
5/5/20 4:46,realDonaldTrump,,11205,12444,55894,"....because they don’t know how to win, and their so-called Lincoln Project is a disgrace to Honest Abe. I don’t know what Kellyanne did to her deranged loser of a husband, Moonface, but it must have been really bad. John Weaver lost big for Kasich (to me). Crazed Rick Wilson....",,,,1.25753E+18,https://twitter.com/realDonaldTrump/status/1257532112233803782
5/5/20 4:46,realDonaldTrump,,3676,7977,32669,"....get even for all of their many failures. You see, these loser types don’t care about 252 new Federal Judges, 2 great Supreme Court Justices, a rebuilt military, a protected 2nd Amendment, biggest EVER Tax & Regulation cuts, and much more. I didn’t use any of them....",,,,1.25753E+18,https://twitter.com/realDonaldTrump/status/1257532110971318274
5/5/20 4:46,realDonaldTrump,,25369,21945,91813,"A group of RINO Republicans who failed badly 12 years ago, then again 8 years ago, and then got BADLY beaten by me, a political first timer, 4 years ago, have copied (no imagination) the concept of an ad from Ronald Reagan, “Morning in America”, doing everything possible to....",,,,1.25753E+18,https://twitter.com/realDonaldTrump/status/1257532101966036993
5/5/20 2:45,realDonaldTrump,USNavy,3635,15754,74906,THANK YOU #USNSComfort!,,,#USNSComfort,1.2575E+18,https://twitter.com/realDonaldTrump/status/1257501668821868545
5/4/20 22:35,realDonaldTrump,,29277,41712,174551,MSDNC and FAKE NEWS CNN are going wild trying to protect China!,,,,1.25744E+18,https://twitter.com/realDonaldTrump/status/1257438733240094726
5/4/20 22:35,realDonaldTrump,,5426,11870,44836,"A great new book, “Fortitude: American Resilience in the Era of Outrage” by former Navy Seal, and current Texas Congressman @DanCrenshawTX, is now available. A fantastic guy — get your copy today!",,@DanCrenshawTX,,1.25744E+18,https://twitter.com/realDonaldTrump/status/1257438615828865025
5/4/20 14:24,realDonaldTrump,,28414,32723,140372,"Interesting? By Congress not wanting the special 5 minute testing apparatus, they are saying that they are not “essential”. In any event, we have great testing capacity, and have performed 6.5 million tests, which is more than every country in the world, combined!",,,,1.25732E+18,https://twitter.com/realDonaldTrump/status/1257315077243334656
5/4/20 13:42,realDonaldTrump,,37921,56814,268794,"Mexico is sadly experiencing very big CoronaVirus problems, and now California, get this, doesn’t want people coming over the Southern Border. A Classic! They are sooo lucky that I am their President. Border is very tight and the Wall is rapidly being built!",,,,1.2573E+18,https://twitter.com/realDonaldTrump/status/1257304527843110914
5/4/20 13:36,realDonaldTrump,,14950,23316,103010,"Republicans love the biggest Tax Cuts, Rebuilt Military, Choice for Vets, saving 2nd Amendment and many other things my Administration has done, but what they love beyond all else is 252 (so far!) Federal Judges, not including two great Supreme Court Justices. A Big Record!",,,,1.2573E+18,https://twitter.com/realDonaldTrump/status/1257303100815261696
5/4/20 12:31,realDonaldTrump,LacyJohnsonMN,7974,35394,114140,"And I’m Endorsing you also Lacy, you truly deserve it. You are doing a great job, and Omar is a disaster who wants much higher taxes, hates our Military & our Vets, demands Open Borders, and is fighting to take away our great 2nd Amendment. Good luck Lacy!",,,,1.25729E+18,https://twitter.com/realDonaldTrump/status/1257286796523814914
5/4/20 12:19,realDonaldTrump,,30199,23825,124840,"Getting great reviews, finally, for how well we are handling the pandemic, especially our strong production of desperately needed ventilators, the building of field hospitals & beds, and soon, the great things we are doing on testing. People are really working well together!",,,,1.25728E+18,https://twitter.com/realDonaldTrump/status/1257283775375040512
5/4/20 10:38,realDonaldTrump,,29205,28390,102682,"“Concast” should open up a long overdue Florida Cold Case against Psycho Joe Scarborough. I know him and Crazy Mika well, used them beautifully in the last Election, dumped them nicely, and will state on the record that he is “nuts”. Besides, bad ratings! #OPENJOECOLDCASE",,,#OPENJOECOLDCASE,1.25726E+18,https://twitter.com/realDonaldTrump/status/1257258214615367680
5/4/20 2:42,realDonaldTrump,,9731,26019,150375,I’m with the TRUCKERS all the way. Thanks for the meeting at the White House with my representatives from the Administration. It is all going to work out well!,,,,1.25714E+18,https://twitter.com/realDonaldTrump/status/1257138589307219969
5/4/20 2:06,realDonaldTrump,,18539,34314,112141,,,,,1.25713E+18,https://twitter.com/realDonaldTrump/status/1257129479455080448
5/3/20 22:08,realDonaldTrump,,10193,15770,58934,,,,,1.25707E+18,https://twitter.com/realDonaldTrump/status/1257069539294171140
5/3/20 20:41,realDonaldTrump,RyanAFournier,12233,19005,87848,Thank you Ryan. Working hard!,,,,1.25705E+18,https://twitter.com/realDonaldTrump/status/1257047564219822080
5/3/20 20:18,realDonaldTrump,,12203,22781,96275,"....Fake News got it wrong again, as always, and tens of thousands of lives were saved by my EARLY BAN of China into our Country. The people that we’re allowed were heavily scrutinized and tested U.S. citizens, and as such, I welcome them with open arms!",,,,1.25704E+18,https://twitter.com/realDonaldTrump/status/1257041820124680192
5/3/20 20:18,realDonaldTrump,,29784,40596,164848,"Intelligence has just reported to me that I was correct, and that they did NOT bring up the CoronaVirus subject matter until late into January, just prior to my banning China from the U.S. Also, they only spoke of the Virus in a very non-threatening, or matter of fact, manner...",,,,1.25704E+18,https://twitter.com/realDonaldTrump/status/1257041819097092096
5/3/20 18:10,realDonaldTrump,,17736,37280,185042,Thank you very much to our beautiful “boaters.” I will never let you down!,,,,1.25701E+18,https://twitter.com/realDonaldTrump/status/1257009530673803268
5/3/20 14:43,realDonaldTrump,,57443,48908,248961,"....And then came a Plague, a great and powerful Plague, and the World was never to be the same again! But America rose from this death and destruction, always remembering its many lost souls, and the lost souls all over the World, and became greater than ever before!",,,,1.25696E+18,https://twitter.com/realDonaldTrump/status/1256957565562486784
5/3/20 14:36,realDonaldTrump,TrumpTurnberry,9125,12206,59318,So nice to see this great honor. Thank you (but haven’t played golf in a long time)!,,,,1.25696E+18,https://twitter.com/realDonaldTrump/status/1256955754428448768
5/3/20 14:30,realDonaldTrump,StevenTDennis,7498,14054,61064,Going well despite the Fake News!,,,,1.25695E+18,https://twitter.com/realDonaldTrump/status/1256954349491818501
5/3/20 13:00,realDonaldTrump,ShennaFoxMusic,9528,23796,83031,Some things never get old!,,,,1.25693E+18,https://twitter.com/realDonaldTrump/status/1256931676099350528
5/3/20 12:57,realDonaldTrump,KellyannePolls,2617,8232,35391,Progress being made!,,,,1.25693E+18,https://twitter.com/realDonaldTrump/status/1256930926485024768
5/3/20 12:56,realDonaldTrump,DonaldJTrumpJr,4134,18638,53719,Thank you!,,,,1.25693E+18,https://twitter.com/realDonaldTrump/status/1256930571760087041
5/3/20 12:54,realDonaldTrump,SportsCenter,4335,17085,113764,Keep punching Mike!,,,,1.25693E+18,https://twitter.com/realDonaldTrump/status/1256930134512357377
5/3/20 12:52,realDonaldTrump,GOPChairwoman,3567,10050,49802,Thank you!,,,,1.25693E+18,https://twitter.com/realDonaldTrump/status/1256929658890792960
5/3/20 12:49,realDonaldTrump,DanScavino,5987,22760,81315,Wow!,,,,1.25693E+18,https://twitter.com/realDonaldTrump/status/1256928926124904448
5/3/20 12:46,realDonaldTrump,DanScavino,17778,20844,89837,"Hopefully our Country will soon mend. We are all missing our wonderful rallies, and many other things!",,,,1.25693E+18,https://twitter.com/realDonaldTrump/status/1256928204801089539
5/3/20 12:20,realDonaldTrump,danco_1830,7237,15158,51278,"Many complaints coming in about Maine. I love that State, won Maine 2 - Don’t make the cure worse than the problem itself. That can happen, you know!",,,,1.25692E+18,https://twitter.com/realDonaldTrump/status/1256921471286468609
5/3/20 11:57,realDonaldTrump,realDonaldTrump,9742,16569,64812,"The Fake News doesn’t show real polls. Lamestream Media is totally CORRUPT, the Enemy of the People!",,,,1.25692E+18,https://twitter.com/realDonaldTrump/status/1256915740432760835
5/3/20 11:42,realDonaldTrump,,34061,29476,121176,".@PeteHegseth “Oh bye the way, I appreciate the message from former President Bush, but where was he during Impeachment calling for putting partisanship aside.” @foxandfriends He was nowhere to be found in speaking up against the greatest Hoax in American history!",,@PeteHegseth @foxandfriends,,1.25691E+18,https://twitter.com/realDonaldTrump/status/1256911953903202307
5/3/20 3:30,realDonaldTrump,WhiteHouse,4468,12466,60565,"Beautiful, thank you to our GREAT @BlueAngels and @AFThunderbirds!",,@BlueAngels @AFThunderbirds,,1.25679E+18,https://twitter.com/realDonaldTrump/status/1256788149113520129
5/2/20 23:04,realDonaldTrump,senatemajldr,10358,15622,57939,"No reason to turn it down, except politics. We have plenty of testing. Maybe you need a new Doctor over there. Crazy Nancy will use it as an excuse not to show up to work!",,,,1.25672E+18,https://twitter.com/realDonaldTrump/status/1256721351722876933
5/2/20 23:00,realDonaldTrump,markknoller,9341,16843,53347,"The Democrats are just, as always, looking for trouble. They do nothing constructive, even in times of crisis. They don’t want to blame their cash cow, China, for the plague. China is blaming Europe. Dr. Fauci will be testifying before the Senate very soon! #DONOTHINGDEMOCRATS",,,#DONOTHINGDEMOCRATS,1.25672E+18,https://twitter.com/realDonaldTrump/status/1256720284540981248
5/2/20 22:32,realDonaldTrump,DevaaJain,12523,18606,76314,Not much time to sleep. Thank you!,,,,1.25671E+18,https://twitter.com/realDonaldTrump/status/1256713236331794437
5/2/20 22:26,realDonaldTrump,DavidKyaloM,10998,21356,100366,"So true, although Honest Abe wasn’t bad. Thank you!",,,,1.25671E+18,https://twitter.com/realDonaldTrump/status/1256711660787695616
5/2/20 21:51,realDonaldTrump,marklevinshow,27284,15114,56886,"She was thrown off The View like a dog, Zero T.V. Personas. Now Wallace is a 3rd rate lapdog for Fake News MSDNC (Concast). Doesn’t have what it takes!",,,,1.2567E+18,https://twitter.com/realDonaldTrump/status/1256702883199881216
5/2/20 21:34,realDonaldTrump,HopeHeck,13404,42398,198956,Very cool. Please thank him!,,,,1.2567E+18,https://twitter.com/realDonaldTrump/status/1256698677864861697
5/2/20 21:24,realDonaldTrump,LokmanKaradag1,26128,25048,121238,"I, for one, am glad to see he is back, and well!",,,,1.2567E+18,https://twitter.com/realDonaldTrump/status/1256696015702425601
5/2/20 21:14,realDonaldTrump,USBPChief,12347,25213,97115,"Border Wall is going up FAST. Over 172 miles already built. 450 miles by early next year, or sooner! Dems want OPEN BORDERS. I want STRONG BORDERS!",,,,1.25669E+18,https://twitter.com/realDonaldTrump/status/1256693593961627655
5/2/20 21:07,realDonaldTrump,OANN,6132,16345,52472,"The Impeachment Hoax will be exposed. Crazy Nancy gets Nothing Done, that’s why she got thrown out as Speaker the first time. Also, she should come back to Washington now!",,,,1.25669E+18,https://twitter.com/realDonaldTrump/status/1256691828516151296
5/2/20 20:49,realDonaldTrump,OANN,7144,17041,59215,"I hate to be promoting AT&T, but @OANN is Great News, not Fake News. Everybody should be carrying them!",,@OANN,,1.25669E+18,https://twitter.com/realDonaldTrump/status/1256687254703157252
5/2/20 20:36,realDonaldTrump,JackPosobiec,2574,9510,42359,That’s right Jack. Keep up the good work!,,,,1.25668E+18,https://twitter.com/realDonaldTrump/status/1256683935444226048
5/2/20 20:05,realDonaldTrump,,26454,45569,148181,,,,,1.25668E+18,https://twitter.com/realDonaldTrump/status/1256676153630363649
5/2/20 17:02,realDonaldTrump,MichaelRCaputo,7003,13860,53117,Thank you Michael. You also!,,,,1.25663E+18,https://twitter.com/realDonaldTrump/status/1256630090328346624
5/2/20 16:56,realDonaldTrump,KimStrassel,19260,35597,104721,The Russia Hoax is the biggest political scandal in American history. Treason!!! Lets see how it ends????,,,,1.25663E+18,https://twitter.com/realDonaldTrump/status/1256628709496369152
5/2/20 14:21,realDonaldTrump,iArvindKushwaha,12043,17798,104928,Thank you!,,,,1.25659E+18,https://twitter.com/realDonaldTrump/status/1256589520608378881
5/2/20 13:17,realDonaldTrump,,32408,36799,206475,"96% Approval Rating in the Republican Party. Thank you! Also, just out, highest ever Approval Rating overall in the new Gallup Poll, and shows “Trump beating Sleepy Joe Biden.”",,,,1.25657E+18,https://twitter.com/realDonaldTrump/status/1256573581657604096
5/2/20 13:06,realDonaldTrump,,10626,19340,74929,"There is tremendous CoronaVirus testing capacity in Washington for the Senators returning to Capital Hill on Monday. Likewise the House, which should return but isn’t because of Crazy Nancy P. The 5 minute Abbott Test will be used. Please inform Dr. Brian P. Monahan. @MarkMeadows",,@MarkMeadows,,1.25657E+18,https://twitter.com/realDonaldTrump/status/1256570859935932416
5/2/20 3:42,realDonaldTrump,,5774,13183,50539,,,,,1.25643E+18,https://twitter.com/realDonaldTrump/status/1256428766110404608
5/1/20 23:36,realDonaldTrump,MZHemingway,25455,38006,120808,Don’t allow RIGGED ELECTIONS!,,,,1.25637E+18,https://twitter.com/realDonaldTrump/status/1256366878873792512
5/1/20 22:52,realDonaldTrump,,3968,10369,40155,,,,,1.25636E+18,https://twitter.com/realDonaldTrump/status/1256355830917726211
5/1/20 22:51,realDonaldTrump,,3042,9924,41173,,,,,1.25636E+18,https://twitter.com/realDonaldTrump/status/1256355575576834052
5/1/20 20:44,realDonaldTrump,,10295,21509,86663,,,,,1.25632E+18,https://twitter.com/realDonaldTrump/status/1256323537939230720
5/1/20 20:05,realDonaldTrump,,1533,6220,24653,....Together we will Fight for Small Businesses and Protect American Energy workers! Shelley has my Complete and Total Endorsement!,,,,1.25631E+18,https://twitter.com/realDonaldTrump/status/1256313938247127041
5/1/20 20:05,realDonaldTrump,,3108,11289,48453,"Senator Shelley Moore Capito (@CapitoforWV) is doing a tremendous job for the great people of West Virginia! She strongly defends our Second Amendment, Supports our Veterans and is Strong on Life and the Border....",,@CapitoforWV,,1.25631E+18,https://twitter.com/realDonaldTrump/status/1256313936980226048
5/1/20 15:27,realDonaldTrump,,33885,44977,161700,Concast (@NBCNews) and Fake News @CNN are going out of their way to say GREAT things about China. They are Chinese puppets who want to do business there. They use USA airwaves to help China. The Enemy of the People!,,@NBCNews @CNN,,1.25624E+18,https://twitter.com/realDonaldTrump/status/1256243856166850560
5/1/20 12:42,realDonaldTrump,,62180,40230,207606,"The Governor of Michigan should give a little, and put out the fire. These are very good people, but they are angry. They want their lives back again, safely! See them, talk to them, make a deal.",,,,1.2562E+18,https://twitter.com/realDonaldTrump/status/1256202305680158720
